NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER
19;1;11;1:08.528;0;;21.882;0;18.729;0;27.917;0;120.1;13:09.090;16:17:01.166;0:21.882;0:18.729;0:27.917;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;12;1:09.138;0;;22.159;0;18.464;0;28.515;0;119.1;14:18.228;16:18:10.304;0:22.159;0:18.464;0:28.515;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;13;1:09.011;0;;22.197;0;18.900;0;27.914;0;119.3;15:27.239;16:19:19.315;0:22.197;0:18.900;0:27.914;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;14;1:09.012;0;;22.215;0;18.923;0;27.874;0;119.3;16:36.251;16:20:28.327;0:22.215;0:18.923;0:27.874;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;15;1:11.318;0;;21.980;0;18.929;0;30.409;0;115.4;17:47.569;16:21:39.645;0:21.980;0:18.929;0:30.409;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;16;1:08.604;0;;22.163;0;18.741;0;27.700;0;120.0;18:56.173;16:22:48.249;0:22.163;0:18.741;0:27.700;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;17;1:09.807;0;;22.033;0;18.772;0;29.002;0;117.9;20:05.980;16:23:58.056;0:22.033;0:18.772;0:29.002;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;18;1:08.460;0;;22.085;0;18.763;0;27.612;0;120.3;21:14.440;16:25:06.516;0:22.085;0:18.763;0:27.612;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;19;1:08.125;0;;21.962;0;18.696;0;27.467;0;120.9;22:22.565;16:26:14.641;0:21.962;0:18.696;0:27.467;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;20;1:08.643;0;;23.231;0;18.465;0;26.947;2;119.9;23:31.208;16:27:23.284;0:23.231;0:18.465;0:26.947;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;21;1:06.993;2;;21.588;2;18.230;2;27.175;0;122.9;24:38.201;16:28:30.277;0:21.588;0:18.230;0:27.175;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;22;1:07.947;0;;21.734;0;18.300;0;27.913;0;121.2;25:46.148;16:29:38.224;0:21.734;0:18.300;0:27.913;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;23;1:11.553;0;;25.280;0;18.760;0;27.513;0;115.1;26:57.701;16:30:49.777;0:25.280;0:18.760;0:27.513;;Felipe MASSA;;;;ROKiT Venturi Racing;;235
19;1;24;1:08.802;0;;22.133;0;18.914;0;27.755;0;119.7;28:06.503;16:31:58.579;0:22.133;0:18.914;0:27.755;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;25;1:09.264;0;;22.107;0;18.956;0;28.201;0;118.9;29:15.767;16:33:07.843;0:22.107;0:18.956;0:28.201;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;26;1:08.707;0;;22.085;0;18.809;0;27.813;0;119.8;30:24.474;16:34:16.550;0:22.085;0:18.809;0:27.813;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;27;1:08.665;0;;22.051;0;18.771;0;27.843;0;119.9;31:33.139;16:35:25.215;0:22.051;0:18.771;0:27.843;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;28;1:08.694;0;;22.226;0;18.913;0;27.555;0;119.9;32:41.833;16:36:33.909;0:22.226;0:18.913;0:27.555;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;29;1:08.965;0;;22.058;0;18.886;0;28.021;0;119.4;33:50.798;16:37:42.874;0:22.058;0:18.886;0:28.021;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;30;1:09.484;0;;22.594;0;18.997;0;27.893;0;118.5;35:00.282;16:38:52.358;0:22.594;0:18.997;0:27.893;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;31;1:09.112;0;;22.646;0;18.893;0;27.573;0;119.1;36:09.394;16:40:01.470;0:22.646;0:18.893;0:27.573;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;32;1:08.518;0;;22.146;0;18.828;0;27.544;0;120.2;37:17.912;16:41:09.988;0:22.146;0:18.828;0:27.544;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;33;1:08.489;0;;21.967;0;18.883;0;27.639;0;120.2;38:26.401;16:42:18.477;0:21.967;0:18.883;0:27.639;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;34;1:08.410;0;;21.957;0;18.761;0;27.692;0;120.4;39:34.811;16:43:26.887;0:21.957;0:18.761;0:27.692;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;35;1:12.510;0;;22.040;0;18.891;0;31.579;0;113.5;40:47.321;16:44:39.397;0:22.040;0:18.891;0:31.579;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;36;1:09.350;0;;22.587;0;18.889;0;27.874;0;118.7;41:56.671;16:45:48.747;0:22.587;0:18.889;0:27.874;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;37;1:09.812;0;;22.137;0;18.915;0;28.760;0;117.9;43:06.483;16:46:58.559;0:22.137;0:18.915;0:28.760;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;38;1:08.625;0;;22.171;0;18.711;0;27.743;0;120.0;44:15.108;16:48:07.184;0:22.171;0:18.711;0:27.743;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;39;1:08.029;0;;21.946;0;18.558;0;27.525;0;121.0;45:23.137;16:49:15.213;0:21.946;0:18.558;0:27.525;;Felipe MASSA;;;;ROKiT Venturi Racing;;
19;1;40;1:08.804;0;;22.658;0;18.929;0;27.217;0;119.7;46:31.941;16:50:24.017;0:22.658;0:18.929;0:27.217;;Felipe MASSA;;;;ROKiT Venturi Racing;;
2;1;1;1:20.969;0;;28.353;0;20.576;0;32.040;0;101.7;1:20.969;16:05:13.045;0:28.353;0:20.576;0:32.040;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;2;1:10.115;0;;22.587;0;19.104;0;28.424;0;117.4;2:31.084;16:06:23.160;0:22.587;0:19.104;0:28.424;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;3;1:13.027;0;;24.122;0;19.564;0;29.341;0;112.7;3:44.111;16:07:36.187;0:24.122;0:19.564;0:29.341;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;4;1:08.901;0;;21.998;0;19.088;0;27.815;0;119.5;4:53.012;16:08:45.088;0:21.998;0:19.088;0:27.815;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;5;1:09.529;0;;23.179;0;18.453;0;27.897;0;118.4;6:02.541;16:09:54.617;0:23.179;0:18.453;0:27.897;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;6;1:17.902;0;;21.758;0;18.946;0;37.198;0;105.7;7:20.443;16:11:12.519;0:21.758;0:18.946;0:37.198;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;7;1:24.331;0;;30.474;0;18.943;0;34.914;0;97.6;8:44.774;16:12:36.850;0:30.474;0:18.943;0:34.914;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;8;1:10.159;0;;22.593;0;19.497;0;28.069;0;117.4;9:54.933;16:13:47.009;0:22.593;0:19.497;0:28.069;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;9;1:20.587;0;;21.970;0;18.949;0;39.668;0;102.2;11:15.520;16:15:07.596;0:21.970;0:18.949;0:39.668;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;10;1:09.089;0;;22.078;0;18.981;0;28.030;0;119.2;12:24.609;16:16:16.685;0:22.078;0:18.981;0:28.030;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;11;1:09.358;0;;22.261;0;19.048;0;28.049;0;118.7;13:33.967;16:17:26.043;0:22.261;0:19.048;0:28.049;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;12;1:09.212;0;;22.333;0;19.087;0;27.792;0;119.0;14:43.179;16:18:35.255;0:22.333;0:19.087;0:27.792;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;13;1:08.931;0;;22.027;0;18.947;0;27.957;0;119.4;15:52.110;16:19:44.186;0:22.027;0:18.947;0:27.957;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;14;1:08.701;0;;22.099;0;18.927;0;27.675;0;119.8;17:00.811;16:20:52.887;0:22.099;0:18.927;0:27.675;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;15;1:08.721;0;;22.077;0;18.857;0;27.787;0;119.8;18:09.532;16:22:01.608;0:22.077;0:18.857;0:27.787;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;16;1:08.659;0;;22.089;0;18.882;0;27.688;0;119.9;19:18.191;16:23:10.267;0:22.089;0:18.882;0:27.688;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;17;1:08.736;0;;21.940;0;18.863;0;27.933;0;119.8;20:26.927;16:24:19.003;0:21.940;0:18.863;0:27.933;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;18;1:08.709;0;;22.027;0;18.928;0;27.754;0;119.8;21:35.636;16:25:27.712;0:22.027;0:18.928;0:27.754;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;19;1:08.617;0;;22.076;0;18.767;0;27.774;0;120.0;22:44.253;16:26:36.329;0:22.076;0:18.767;0:27.774;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;20;1:08.378;0;;22.020;0;18.859;0;27.499;0;120.4;23:52.631;16:27:44.707;0:22.020;0:18.859;0:27.499;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;21;1:08.807;0;;23.252;0;18.332;0;27.223;0;119.7;25:01.438;16:28:53.514;0:23.252;0:18.332;0:27.223;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;22;1:06.948;2;;21.653;0;18.258;2;27.037;2;123.0;26:08.386;16:30:00.462;0:21.653;0:18.258;0:27.037;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;23;1:06.993;0;;21.572;2;18.313;0;27.108;0;122.9;27:15.379;16:31:07.455;0:21.572;0:18.313;0:27.108;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;24;1:07.175;0;;21.622;0;18.262;0;27.291;0;122.6;28:22.554;16:32:14.630;0:21.622;0:18.262;0:27.291;;Sam BIRD;;;;Envision Virgin Racing;;235
2;1;25;1:07.997;0;;21.986;0;18.649;0;27.362;0;121.1;29:30.551;16:33:22.627;0:21.986;0:18.649;0:27.362;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;26;1:07.862;0;;21.799;0;18.660;0;27.403;0;121.3;30:38.413;16:34:30.489;0:21.799;0:18.660;0:27.403;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;27;1:09.579;0;;21.933;0;18.573;0;29.073;0;118.3;31:47.992;16:35:40.068;0:21.933;0:18.573;0:29.073;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;28;1:08.086;0;;21.844;0;18.637;0;27.605;0;120.9;32:56.078;16:36:48.154;0:21.844;0:18.637;0:27.605;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;29;1:08.663;0;;21.892;0;19.064;0;27.707;0;119.9;34:04.741;16:37:56.817;0:21.892;0:19.064;0:27.707;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;30;1:08.206;0;;21.791;0;18.543;0;27.872;0;120.7;35:12.947;16:39:05.023;0:21.791;0:18.543;0:27.872;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;31;1:08.264;0;;21.776;0;18.570;0;27.918;0;120.6;36:21.211;16:40:13.287;0:21.776;0:18.570;0:27.918;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;32;1:07.801;0;;21.925;0;18.332;0;27.544;0;121.4;37:29.012;16:41:21.088;0:21.925;0:18.332;0:27.544;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;33;1:07.720;0;;21.773;0;18.652;0;27.295;0;121.6;38:36.732;16:42:28.808;0:21.773;0:18.652;0:27.295;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;34;1:07.883;0;;21.846;0;18.630;0;27.407;0;121.3;39:44.615;16:43:36.691;0:21.846;0:18.630;0:27.407;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;35;1:07.735;0;;21.730;0;18.587;0;27.418;0;121.6;40:52.350;16:44:44.426;0:21.730;0:18.587;0:27.418;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;36;1:08.359;0;;21.759;0;18.557;0;28.043;0;120.4;42:00.709;16:45:52.785;0:21.759;0:18.557;0:28.043;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;37;1:08.388;0;;21.856;0;18.893;0;27.639;0;120.4;43:09.097;16:47:01.173;0:21.856;0:18.893;0:27.639;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;38;1:08.050;0;;21.759;0;18.754;0;27.537;0;121.0;44:17.147;16:48:09.223;0:21.759;0:18.754;0:27.537;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;39;1:07.846;0;;21.822;0;18.693;0;27.331;0;121.4;45:24.993;16:49:17.069;0:21.822;0:18.693;0:27.331;;Sam BIRD;;;;Envision Virgin Racing;;
2;1;40;1:08.298;0;;22.103;0;18.852;0;27.343;0;120.5;46:33.291;16:50:25.367;0:22.103;0:18.852;0:27.343;;Sam BIRD;;;;Envision Virgin Racing;;
20;1;1;1:11.020;0;;23.302;0;19.427;0;28.291;0;115.9;1:11.020;16:05:03.096;0:23.302;0:19.427;0:28.291;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;2;1:09.890;0;;22.445;0;19.344;0;28.101;0;117.8;2:20.910;16:06:12.986;0:22.445;0:19.344;0:28.101;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;3;1:09.955;0;;22.558;0;19.258;0;28.139;0;117.7;3:30.865;16:07:22.941;0:22.558;0:19.258;0:28.139;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;4;1:09.137;0;;22.162;0;19.099;0;27.876;0;119.1;4:40.002;16:08:32.078;0:22.162;0:19.099;0:27.876;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;5;1:09.288;0;;22.138;0;19.324;0;27.826;0;118.8;5:49.290;16:09:41.366;0:22.138;0:19.324;0:27.826;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;6;1:12.351;0;;22.122;0;19.390;0;30.839;0;113.8;7:01.641;16:10:53.717;0:22.122;0:19.390;0:30.839;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;7;1:27.678;0;;40.862;0;18.926;0;27.890;0;93.9;8:29.319;16:12:21.395;0:40.862;0:18.926;0:27.890;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;8;1:09.686;0;;23.527;0;18.580;0;27.579;0;118.1;9:39.005;16:13:31.081;0:23.527;0:18.580;0:27.579;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;9;1:08.750;0;;21.959;0;18.769;0;28.022;0;119.8;10:47.755;16:14:39.831;0:21.959;0:18.769;0:28.022;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;10;1:08.843;0;;21.986;0;19.058;0;27.799;0;119.6;11:56.598;16:15:48.674;0:21.986;0:19.058;0:27.799;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;11;1:09.034;0;;22.065;0;19.100;0;27.869;0;119.3;13:05.632;16:16:57.708;0:22.065;0:19.100;0:27.869;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;12;1:09.161;0;;22.213;0;19.126;0;27.822;0;119.0;14:14.793;16:18:06.869;0:22.213;0:19.126;0:27.822;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;13;1:09.635;0;;23.427;0;18.724;0;27.484;0;118.2;15:24.428;16:19:16.504;0:23.427;0:18.724;0:27.484;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;14;1:08.236;0;;22.122;0;18.742;0;27.372;0;120.7;16:32.664;16:20:24.740;0:22.122;0:18.742;0:27.372;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;15;1:08.266;0;;22.047;0;18.783;0;27.436;0;120.6;17:40.930;16:21:33.006;0:22.047;0:18.783;0:27.436;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;16;1:08.557;0;;22.085;0;18.640;0;27.832;0;120.1;18:49.487;16:22:41.563;0:22.085;0:18.640;0:27.832;;Mitch EVANS;;;;Panasonic Jaguar Racing;;235
20;1;17;1:09.133;0;;22.365;0;19.090;0;27.678;0;119.1;19:58.620;16:23:50.696;0:22.365;0:19.090;0:27.678;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;18;1:08.602;0;;21.896;0;18.795;0;27.911;0;120.0;21:07.222;16:24:59.298;0:21.896;0:18.795;0:27.911;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;19;1:09.469;0;;23.041;0;18.483;2;27.945;0;118.5;22:16.691;16:26:08.767;0:23.041;0:18.483;0:27.945;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;20;1:08.599;0;;22.113;0;18.764;0;27.722;0;120.0;23:25.290;16:27:17.366;0:22.113;0:18.764;0:27.722;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;21;1:08.166;2;;21.964;0;18.720;0;27.482;0;120.8;24:33.456;16:28:25.532;0:21.964;0:18.720;0:27.482;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;22;1:08.261;0;;21.951;0;18.756;0;27.554;0;120.6;25:41.717;16:29:33.793;0:21.951;0:18.756;0:27.554;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;23;1:08.372;0;;22.014;0;18.742;0;27.616;0;120.4;26:50.089;16:30:42.165;0:22.014;0:18.742;0:27.616;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;24;1:08.401;0;;22.075;0;18.706;0;27.620;0;120.4;27:58.490;16:31:50.566;0:22.075;0:18.706;0:27.620;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;25;1:08.291;0;;22.038;0;18.722;0;27.531;0;120.6;29:06.781;16:32:58.857;0:22.038;0:18.722;0:27.531;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;26;1:08.357;0;;22.026;0;18.709;0;27.622;0;120.4;30:15.138;16:34:07.214;0:22.026;0:18.709;0:27.622;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;27;1:08.567;0;;22.200;0;18.838;0;27.529;0;120.1;31:23.705;16:35:15.781;0:22.200;0:18.838;0:27.529;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;28;1:08.259;0;;21.846;2;18.794;0;27.619;0;120.6;32:31.964;16:36:24.040;0:21.846;0:18.794;0:27.619;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;29;1:08.218;0;;21.997;0;18.924;0;27.297;0;120.7;33:40.182;16:37:32.258;0:21.997;0:18.924;0:27.297;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;30;1:08.609;0;;22.169;0;18.957;0;27.483;0;120.0;34:48.791;16:38:40.867;0:22.169;0:18.957;0:27.483;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;31;1:08.229;0;;21.907;0;18.893;0;27.429;0;120.7;35:57.020;16:39:49.096;0:21.907;0:18.893;0:27.429;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;32;1:08.372;0;;22.188;0;18.906;0;27.278;2;120.4;37:05.392;16:40:57.468;0:22.188;0:18.906;0:27.278;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;33;1:08.186;0;;21.945;0;18.877;0;27.364;0;120.7;38:13.578;16:42:05.654;0:21.945;0:18.877;0:27.364;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;34;1:08.624;0;;21.857;0;19.057;0;27.710;0;120.0;39:22.202;16:43:14.278;0:21.857;0:19.057;0:27.710;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;35;1:08.278;0;;21.986;0;18.960;0;27.332;0;120.6;40:30.480;16:44:22.556;0:21.986;0:18.960;0:27.332;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;36;1:08.471;0;;22.110;0;19.058;0;27.303;0;120.2;41:38.951;16:45:31.027;0:22.110;0:19.058;0:27.303;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;37;1:08.447;0;;21.919;0;19.078;0;27.450;0;120.3;42:47.398;16:46:39.474;0:21.919;0:19.078;0:27.450;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;38;1:09.731;0;;22.550;0;19.504;0;27.677;0;118.1;43:57.129;16:47:49.205;0:22.550;0:19.504;0:27.677;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;39;1:09.616;0;;22.291;0;19.467;0;27.858;0;118.3;45:06.745;16:48:58.821;0:22.291;0:19.467;0:27.858;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
20;1;40;1:09.885;0;;22.463;0;18.969;0;28.453;0;117.8;46:16.630;16:50:08.706;0:22.463;0:18.969;0:28.453;;Mitch EVANS;;;;Panasonic Jaguar Racing;;
22;1;1;1:22.025;0;;31.027;0;21.465;0;29.533;0;100.4;1:22.025;16:05:14.101;0:31.027;0:21.465;0:29.533;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;2;1:11.224;0;;22.902;0;19.508;0;28.814;0;115.6;2:33.249;16:06:25.325;0:22.902;0:19.508;0:28.814;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;3;1:12.217;0;;23.131;0;19.660;0;29.426;0;114.0;3:45.466;16:07:37.542;0:23.131;0:19.660;0:29.426;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;4;1:10.102;0;;22.369;0;19.506;0;28.227;0;117.4;4:55.568;16:08:47.644;0:22.369;0:19.506;0:28.227;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;5;1:10.407;0;;23.781;0;18.974;0;27.652;0;116.9;6:05.975;16:09:58.051;0:23.781;0:18.974;0:27.652;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;6;1:20.342;0;;22.088;0;18.932;0;39.322;0;102.5;7:26.317;16:11:18.393;0:22.088;0:18.932;0:39.322;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;7;1:14.307;0;;26.304;0;18.652;0;29.351;0;110.8;8:40.624;16:12:32.700;0:26.304;0:18.652;0:29.351;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;8;1:17.012;0;;24.660;0;21.730;0;30.622;0;106.9;9:57.636;16:13:49.712;0:24.660;0:21.730;0:30.622;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;9;1:28.494;0;B;28.955;0;22.545;0;36.994;0;93.0;11:26.130;16:15:18.206;0:28.955;0:22.545;0:36.994;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;10;4:35.494;0;;3:47.373;0;19.684;0;28.437;0;29.9;16:01.624;16:19:53.700;3:47.373;0:19.684;0:28.437;;Oliver ROWLAND;0:03:32.631;;;Nissan e.dams;;
22;1;11;1:09.983;0;;22.615;0;19.179;0;28.189;0;117.6;17:11.607;16:21:03.683;0:22.615;0:19.179;0:28.189;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;12;1:11.097;0;;22.385;0;19.086;0;29.626;0;115.8;18:22.704;16:22:14.780;0:22.385;0:19.086;0:29.626;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;13;1:09.216;0;;22.296;0;18.953;0;27.967;0;118.9;19:31.920;16:23:23.996;0:22.296;0:18.953;0:27.967;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;14;1:08.657;0;;22.118;0;18.883;0;27.656;0;119.9;20:40.577;16:24:32.653;0:22.118;0:18.883;0:27.656;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;15;1:09.529;0;;22.274;0;18.826;0;28.429;0;118.4;21:50.106;16:25:42.182;0:22.274;0:18.826;0:28.429;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;16;1:09.500;0;;22.591;0;19.126;0;27.783;0;118.5;22:59.606;16:26:51.682;0:22.591;0:19.126;0:27.783;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;17;1:08.716;0;;22.085;0;18.902;0;27.729;0;119.8;24:08.322;16:28:00.398;0:22.085;0:18.902;0:27.729;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;18;1:10.510;0;;22.280;0;19.509;0;28.721;0;116.8;25:18.832;16:29:10.908;0:22.280;0:19.509;0:28.721;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;19;1:09.372;0;;22.498;0;19.095;0;27.779;0;118.7;26:28.204;16:30:20.280;0:22.498;0:19.095;0:27.779;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;20;1:09.282;0;;22.470;0;18.974;0;27.838;0;118.8;27:37.486;16:31:29.562;0:22.470;0:18.974;0:27.838;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;21;1:10.109;0;;23.422;0;19.105;0;27.582;0;117.4;28:47.595;16:32:39.671;0:23.422;0:19.105;0:27.582;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;22;1:08.348;0;;21.978;0;18.839;0;27.531;0;120.5;29:55.943;16:33:48.019;0:21.978;0:18.839;0:27.531;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;23;1:08.379;0;;22.058;0;18.798;0;27.523;0;120.4;31:04.322;16:34:56.398;0:22.058;0:18.798;0:27.523;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;24;1:08.172;0;;21.972;0;18.752;0;27.448;0;120.8;32:12.494;16:36:04.570;0:21.972;0:18.752;0:27.448;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;25;1:10.110;0;;23.924;0;18.728;0;27.458;0;117.4;33:22.604;16:37:14.680;0:23.924;0:18.728;0:27.458;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;26;1:06.405;3;;21.406;3;18.224;2;26.775;3;124.0;34:29.009;16:38:21.085;0:21.406;0:18.224;0:26.775;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;27;1:08.028;0;;21.964;0;18.610;0;27.454;0;121.0;35:37.037;16:39:29.113;0:21.964;0:18.610;0:27.454;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;28;1:08.463;0;;22.088;0;18.671;0;27.704;0;120.3;36:45.500;16:40:37.576;0:22.088;0:18.671;0:27.704;;Oliver ROWLAND;;;;Nissan e.dams;;235
22;1;29;1:08.623;0;;22.052;0;18.865;0;27.706;0;120.0;37:54.123;16:41:46.199;0:22.052;0:18.865;0:27.706;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;30;1:08.260;0;;22.066;0;18.768;0;27.426;0;120.6;39:02.383;16:42:54.459;0:22.066;0:18.768;0:27.426;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;31;1:08.067;0;;21.959;0;18.711;0;27.397;0;121.0;40:10.450;16:44:02.526;0:21.959;0:18.711;0:27.397;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;32;1:13.473;0;B;22.118;0;18.911;0;32.444;0;112.1;41:23.923;16:45:15.999;0:22.118;0:18.911;0:32.444;;Oliver ROWLAND;;;;Nissan e.dams;;
22;1;33;1:53.172;0;;1:05.705;0;19.563;0;27.904;0;72.7;43:17.095;16:47:09.171;1:05.705;0:19.563;0:27.904;;Oliver ROWLAND;0:00:29.754;;;Nissan e.dams;;
